+=================================+===============================+================================================================+
| Launch Setup Clock              | Launch Hold Clock             | Pin                                                            |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[6]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[12]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[12]/D                                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/camera_init_return_state_reg[1]/D        |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/sys_clk_cnt_reg[3]/R              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/sys_clk_cnt_reg[1]/R              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/sys_clk_cnt_reg[2]/R              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[13]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[7]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/camera_init_return_state_reg[0]/D        |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[7]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[7]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[8]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[8]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/delay_timer_reg[2]/CE                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/delay_timer_reg[3]/CE                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/delay_timer_reg[1]/CE                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/return_state_reg[3]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[18]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[1]/CE                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[3]/CE                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[9]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[9]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/state_reg[7]/D                           |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/tx_addr_buf_reg[5]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[4]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[2]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[5]/D                       |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/tx_addr_buf_reg[0]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/sys_clk_cnt_reg[0]/R              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[0]/CE                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[6]/CE                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[9]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[6]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/FSM_onehot_present_state_reg[4]/D |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/sys_clk_cnt_reg[2]/D              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/DOUT_VLD_reg/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/func_return_state_reg[1]/D               |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/return_state_reg[2]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[5]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[5]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/sys_clk_cnt_reg[3]/D              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[14]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[4]/D                       |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[3]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[3]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/din_last_reg_n_reg/D              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[10]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[13]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/FSM_onehot_present_state_reg[2]/D |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[2]/D                       |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[4]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[4]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/return_state_reg[5]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[11]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[15]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[2]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[8]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[3]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[2]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[2]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[1]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/return_state_reg[6]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[3]/D                       |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[0]/CE                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[2]/CE                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[3]/CE                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[7]/CE                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[1]/CE                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[3]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[5]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/func_return_state_reg[0]/D               |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[7]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/tx_addr_buf_reg[2]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[0]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[4]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[21]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[1]/D                       |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/shreg_reg[7]_lopt_replica/D       |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/return_state_reg[4]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[6]/D                       |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[6]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[16]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[17]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/func_return_state_reg[2]/D               |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[1]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/sys_clk_cnt_reg[1]/D              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/func_return_state_reg[4]/D               |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/miso_reg_reg/CE                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[22]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/tx_data_buf_reg[1]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/tx_data_buf_reg[6]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/ret_state_reg[0]/D                       |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/tx_data_buf_reg[5]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[7]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[1]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[0]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/btn_pulse_reg/D                                             |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[1]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[1]/D                      |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[5]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/btn_debounced_prev_reg/D                                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[4]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[0]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[0]/D                                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/sys_clk_cnt_reg[0]/D              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[2]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[0]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/btn_sync_1_reg/D                                            |
+---------------------------------+-------------------------------+----------------------------------------------------------------+
